osm_id,osm_type,name,category,subcategory,latitude,longitude,alamat,phone,website,opening_hours,cuisine,brand,is_minimarket_brand,tipe_fasilitas,name_lower
6230792585,node,Alfamart,shop,convenience,-6.2725603,106.846717,,,,24/7,,Alfamart,True,minimarket,alfamart
6230792786,node,Circle K,shop,convenience,-6.2670846,106.8450682,,,,24/7,,Circle K,True,minimarket,circle k
6236225387,node,Alfamart,shop,convenience,-6.168246,106.8105092,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6236262487,node,Alfamart,shop,convenience,-6.1496466,106.8114625,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6236265587,node,Alfamart,shop,convenience,-6.15416,106.8114824,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6236272286,node,Alfamart,shop,convenience,-6.1472058,106.8106323,,,,,,Alfamart,True,minimarket,alfamart
6236279588,node,Alfamart,shop,convenience,-6.1469343,106.8123897,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6236279596,node,Indomaret,shop,convenience,-6.1516569,106.8046391,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6236279790,node,Alfamart,shop,convenience,-6.1514368,106.804882,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6236279793,node,Indomaret,shop,convenience,-6.1558548,106.8079507,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6236282685,node,Alfamart,shop,convenience,-6.1414777,106.8107197,,,,24/7,,Alfamart,True,minimarket,alfamart
6236282786,node,Alfamart,shop,convenience,-6.1532781,106.8081355,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6236283688,node,Alfamart,shop,convenience,-6.1483295,106.8071356,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6236285886,node,Indomaret,shop,convenience,-6.1502273,106.8077718,,,,24/7,,Indomaret,True,minimarket,indomaret
6236287085,node,Alfamart,shop,convenience,-6.1503343,106.8077824,,,,24/7,,Alfamart,True,minimarket,alfamart
6236938985,node,Indomaret,shop,convenience,-6.1565076,106.8107643,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6236939086,node,Alfamart,shop,convenience,-6.1581656,106.8084106,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6239457587,node,Alfamidi,shop,convenience,-6.2009729,106.823537,,,,,,Alfamidi,True,minimarket,alfamidi
6239515696,node,Indomaret,shop,convenience,-6.2163355,106.8201431,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6239515888,node,Lawson,shop,convenience,-6.2171383,106.819377,,,,24/7,,Lawson,True,minimarket,lawson
6239517885,node,Alfamart,shop,convenience,-6.2163279,106.8204314,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6239519386,node,Circle K,shop,convenience,-6.2214475,106.8216749,,,,24/7,,Circle K,True,minimarket,circle k
6239570887,node,Lotte Mart,shop,supermarket,-6.2243547,106.8288951,,,,,,Lotte Mart,False,minimarket,lotte mart
6239626891,node,Alfamart,shop,convenience,-6.1923759,106.8143549,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6239627212,node,Indomaret,shop,convenience,-6.2066893,106.816676,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6239627219,node,Alfamart,shop,convenience,-6.1968595,106.8142267,,,,24/7,,Alfamart,True,minimarket,alfamart
6239627222,node,Indomaret,shop,convenience,-6.1943962,106.8146148,,,,24/7,,Indomaret,True,minimarket,indomaret
6239627907,node,Indomaret,shop,convenience,-6.1925281,106.8141906,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6249608692,node,Alfamart,shop,convenience,-6.2295266,106.8468927,,,,Mo-Su 06:00-23:00,,Alfamart,True,minimarket,alfamart
6249685787,node,Indomaret,shop,convenience,-6.232317,106.8445705,,,,24/7,,Indomaret,True,minimarket,indomaret
6249714147,node,Indomaret,shop,convenience,-6.2159805,106.8440999,,,,24/7,,Indomaret,True,minimarket,indomaret
6249714150,node,Alfamidi,shop,convenience,-6.2129347,106.8436944,,,,24/7,,Alfamidi,True,minimarket,alfamidi
6249773119,node,Alfamart,shop,convenience,-6.2091062,106.849563,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6249773120,node,Lawson,shop,convenience,-6.2102926,106.8505928,,,,Mo-Su 05:00-00:00,,Lawson,True,minimarket,lawson
6249775440,node,Alfamidi,shop,convenience,-6.2139514,106.8433067,,,,24/7,,Alfamidi,True,minimarket,alfamidi
6249775447,node,Circle K,shop,convenience,-6.2101094,106.8504622,,,,Mo-Su 05:00-00:00,,Circle K,True,minimarket,circle k
6249775608,node,Alfa Express,shop,convenience,-6.2097778,106.850217,,,,Mo-Su 07:00-22:00,,Alfa Express,False,minimarket,alfa express
6249775613,node,Indomaret,shop,convenience,-6.2056382,106.8488508,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6249959786,node,Indomaret,shop,convenience,-6.1918497,106.8485429,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6249961591,node,Alfamidi,shop,convenience,-6.192611,106.8536959,,,,Mo-Su 07:00-22:00,,Alfamidi,True,minimarket,alfamidi
6249961691,node,Alfamart,shop,convenience,-6.1939162,106.8501019,,,,24/7,,Alfamart,True,minimarket,alfamart
6249961885,node,Indomaret,shop,convenience,-6.2162653,106.8437486,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6249961901,node,Indomaret,shop,convenience,-6.1964142,106.83727,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6249961902,node,Alfamart,shop,convenience,-6.1964063,106.8371822,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6249962103,node,Indomaret,shop,convenience,-6.1933264,106.8513313,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6249962113,node,Indomaret,shop,convenience,-6.1930906,106.8543447,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6249962492,node,Indomaret,shop,convenience,-6.1880041,106.8472525,,,,24/7,,Indomaret,True,minimarket,indomaret
6249962499,node,Alfamart,shop,convenience,-6.1866175,106.8507251,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6249962504,node,Alfamart,shop,convenience,-6.1855531,106.8450463,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6249962510,node,Alfamart,shop,convenience,-6.1834223,106.8451984,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6249966885,node,Alfamart,shop,convenience,-6.1929014,106.8549361,,,,24/7,,Alfamart,True,minimarket,alfamart
6249966892,node,Alfa Express,shop,convenience,-6.1745717,106.844238,,,,24/7,,Alfa Express,False,minimarket,alfa express
6249969789,node,Alfamart,shop,convenience,-6.1872738,106.8480955,,,,24/7,,Alfamart,True,minimarket,alfamart
6249969792,node,Indomaret,shop,convenience,-6.187006,106.8495017,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6249969795,node,Alfamart,shop,convenience,-6.1871353,106.850251,,,,24/7,,Alfamart,True,minimarket,alfamart
6249969800,node,Alfamart,shop,convenience,-6.1765159,106.8445866,,,,24/7,,Alfamart,True,minimarket,alfamart
6249969801,node,Alfa Express,shop,convenience,-6.1754739,106.8446142,,,,24/7,,Alfa Express,False,minimarket,alfa express
6249969802,node,Indomaret,shop,convenience,-6.1741109,106.8439808,,,,24/7,,Indomaret,True,minimarket,indomaret
6249989687,node,Alfamart,shop,convenience,-6.1835293,106.844988,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6249990786,node,Lawson,shop,convenience,-6.1738777,106.8438756,,,,24/7,,Lawson,True,minimarket,lawson
6250013991,node,Indomaret,shop,convenience,-6.1777636,106.8410636,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6250017489,node,Alfamart,shop,convenience,-6.1776271,106.8409674,,,,24/7,,Alfamart,True,minimarket,alfamart
6251480487,node,Alfamart,shop,convenience,-6.1748946,106.8121354,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,alfamart
6251489620,node,Indomaret,shop,convenience,-6.1705461,106.8123121,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6251489634,node,Alfamart,shop,convenience,-6.1699897,106.8156118,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6251490791,node,Alfamart,shop,convenience,-6.167156,106.8150538,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6251501186,node,Alfamart,shop,convenience,-6.1638542,106.8233538,,,,24/7,,Alfamart,True,minimarket,alfamart
6251501286,node,Indomaret,shop,convenience,-6.1642168,106.8233754,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6251502586,node,Indomaret,shop,convenience,-6.1668652,106.8149932,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6251576910,node,Indomaret,shop,convenience,-6.1690838,106.8202644,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6251576919,node,Indomaret,shop,convenience,-6.1669194,106.8238953,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6251979492,node,Circle K,shop,convenience,-6.1674631,106.8307804,,,,Mo-Su 05:00-00:00,,Circle K,True,minimarket,circle k
6251979589,node,Indomaret,shop,convenience,-6.1633372,106.8245268,,,,24/7,,Indomaret,True,minimarket,indomaret
6252016289,node,Alfamart,shop,convenience,-6.1677223,106.8296336,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6252027185,node,Indomaret,shop,convenience,-6.1668489,106.8305357,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6252027188,node,Alfa Express,shop,convenience,-6.1664834,106.8303755,,,,Mo-Su 07:00-22:00,,Alfa Express,False,minimarket,alfa express
6255540701,node,Indomaret,shop,convenience,-6.1654347,106.8391946,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6255570308,node,Indomaret,shop,convenience,-6.1601231,106.8397236,,,,,,Indomaret,True,minimarket,indomaret
6255570392,node,Indomaret,shop,convenience,-6.1585337,106.8379858,,,,Mo-Sa 07:00-22:00,,Indomaret,True,minimarket,indomaret
6255570395,node,Indomaret,shop,convenience,-6.1622145,106.8415699,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6255570396,node,Alfa Express,shop,convenience,-6.1617224,106.8413146,,,,Mo-Su 07:00-22:00,,Alfa Express,False,minimarket,alfa express
6255570404,node,Alfamidi,shop,convenience,-6.161809,106.8439363,,,,24/7,,Alfamidi,True,minimarket,alfamidi
6255570494,node,Indomaret,shop,convenience,-6.1628055,106.842498,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6255570496,node,Indomaret,shop,convenience,-6.1620367,106.843445,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6255588887,node,Alfamidi,shop,convenience,-6.1613672,106.8470804,,,,24/7,,Alfamidi,True,minimarket,alfamidi
6255689685,node,Indomaret,shop,convenience,-6.155004,106.8366705,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6255751990,node,Indomaret,shop,convenience,-6.1338969,106.8323395,,,,Mo-Sa 07:00-22:00,,Indomaret,True,minimarket,indomaret
6255753487,node,Alfamart,shop,convenience,-6.1493624,106.8350828,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6255760285,node,Alfamart,shop,convenience,-6.1380037,106.8328309,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6259747291,node,Alfamart,shop,convenience,-6.230346,106.8216387,"Jalan Guru Mughni No.12, Jakarta Selatan",+62 812-9466-3185,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6259966056,node,Indomaret,shop,convenience,-6.189244,106.7991506,,,,24/7,,Indomaret,True,minimarket,indomaret
6259968410,node,Alfamart,shop,convenience,-6.1891932,106.7994432,,,,24/7,,Alfamart,True,minimarket,alfamart
6259968419,node,Indomaret,shop,convenience,-6.1863598,106.8066864,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6260016686,node,Alfamart,shop,convenience,-6.1863141,106.8068488,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6260018992,node,Alfamart,shop,convenience,-6.1838041,106.8083721,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6260138990,node,Alfamart,shop,convenience,-6.2300378,106.8216155,,,,,,Alfamart,True,minimarket,alfamart
6264006387,node,Alfa Express,shop,convenience,-6.1619846,106.7892029,,,,Mo-Su 07:00-22:00,,Alfa Express,False,minimarket,alfa express
6265881488,node,Indomaret,shop,convenience,-6.1501571,106.817304,,,,,,Indomaret,True,minimarket,indomaret
6265887086,node,Alfamart,shop,convenience,-6.1502245,106.8173279,,,,,,Alfamart,True,minimarket,alfamart
6265898287,node,Indomaret,shop,convenience,-6.1476763,106.8084227,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6265899485,node,Alfamart,shop,convenience,-6.1482807,106.8133387,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6274271395,node,Alfamart,shop,convenience,-6.2154194,106.8281412,,,,24/7,,Alfamart,True,minimarket,alfamart
6274289702,node,Indomaret,shop,convenience,-6.2023397,106.8234975,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6274290307,node,Lawson,shop,convenience,-6.2023454,106.8236208,,,,,,Lawson,True,minimarket,lawson
6274294696,node,FamilyMart,shop,convenience,-6.2138383,106.8293252,,,,,,FamilyMart,False,minimarket,familymart
6280833785,node,Alfamart,shop,convenience,-6.2799834,106.7965273,,,,24/7,,Alfamart,True,minimarket,alfamart
6281171387,node,Alfamart,shop,convenience,-6.2903119,106.7954722,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6281177487,node,Indomaret,shop,convenience,-6.288838,106.7955768,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6281925985,node,Indomaret,shop,convenience,-6.2778404,106.7967769,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6281955285,node,Indomaret,shop,convenience,-6.2755506,106.7975264,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6281986787,node,Alfamidi,shop,convenience,-6.2750815,106.7979021,,,,Mo-Su 07:00-22:00,,Alfamidi,True,minimarket,alfamidi
6281993089,node,Alfamart,shop,convenience,-6.2748268,106.7975587,,,,24/7,,Alfamart,True,minimarket,alfamart
6281993099,node,Indomaret,shop,convenience,-6.2694561,106.7975871,,,,,,Indomaret,True,minimarket,indomaret
6281993103,node,Alfamart,shop,convenience,-6.2675611,106.7970923,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6282000185,node,Alfamart,shop,convenience,-6.2742525,106.7978799,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6282000386,node,Indomaret,shop,convenience,-6.26818,106.7970992,,,,24/7,,Indomaret,True,minimarket,indomaret
6284561398,node,Alfamart,shop,convenience,-6.1609712,106.7902015,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6284561401,node,Indomaret,shop,convenience,-6.1599385,106.7905725,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6284561403,node,Alfamart,shop,convenience,-6.1574149,106.791652,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6284613488,node,Indomaret,shop,convenience,-6.1550889,106.7924462,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6284613493,node,Indomaret,shop,convenience,-6.1552598,106.7897512,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6284617185,node,Indomaret,shop,convenience,-6.1549786,106.7875226,,,,24/7,,Indomaret,True,minimarket,indomaret
6284617586,node,Alfamart,shop,convenience,-6.154239,106.7884377,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6285130486,node,Transmart,shop,supermarket,-6.1165033,106.7911924,,,,,,Transmart,False,minimarket,transmart
6285130490,node,Indomaret,shop,convenience,-6.1160586,106.7886617,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6285257739,node,Indomaret Plus Karang Tengah,shop,supermarket,-6.3111696,106.7812984,"Jalan Karang Tengah Raya, DKI Jakarta, 12440",,,,,,True,minimarket,indomaret plus karang tengah
6288786287,node,Alfamart,shop,convenience,-6.1041652,106.7401678,,,,24/7,,Alfamart,True,minimarket,alfamart
6288786885,node,Alfamart,shop,convenience,-6.1047668,106.7411687,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6288786888,node,Alfamart,shop,convenience,-6.110443,106.7410924,,,,24/7,,Alfamart,True,minimarket,alfamart
6288787494,node,Indomaret,shop,convenience,-6.1128419,106.7435338,,,,,,,True,minimarket,indomaret
6302810989,node,Indomaret,shop,convenience,-6.1750366,106.848988,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6302854087,node,Indomaret,shop,convenience,-6.1715872,106.8490905,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6302854286,node,Indomaret,shop,convenience,-6.1725984,106.8524264,,,,,,Indomaret,True,minimarket,indomaret
6302863386,node,Alfamart,shop,convenience,-6.1708231,106.8492582,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6318643785,node,Alfamidi,shop,convenience,-6.1354628,106.8382818,,,,24/7,,Alfamidi,True,minimarket,alfamidi
6318644486,node,Alfamart,shop,convenience,-6.1301244,106.8393419,,,,,,Alfamart,True,minimarket,alfamart
6326910985,node,Indomaret,shop,convenience,-6.1384085,106.8282171,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6326910988,node,Indomaret,shop,convenience,-6.1381165,106.8291101,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6326911093,node,Alfamart,shop,convenience,-6.1359117,106.8293321,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6327978982,node,Indomaret,shop,convenience,-6.1352508,106.8286548,,,,,,Indomaret,True,minimarket,indomaret
6335364086,node,Indomaret,shop,convenience,-6.1103353,106.8843763,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6335374589,node,Indomaret,shop,convenience,-6.1101869,106.8847474,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6335484486,node,Alfa Express,shop,convenience,-6.1179706,106.8928363,,,,,,Alfa Express,False,minimarket,alfa express
6335486995,node,Indomaret,shop,convenience,-6.1156691,106.8922109,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6335494711,node,Indomaret,shop,convenience,-6.1096323,106.8876292,,,,,,Indomaret,True,minimarket,indomaret
6335494722,node,Indomaret,shop,convenience,-6.1103347,106.8910612,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6335494796,node,Indomaret,shop,convenience,-6.1098311,106.8901489,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6335494798,node,Alfamart,shop,convenience,-6.109815,106.8906766,,,,,,Alfamart,True,minimarket,alfamart
6335532585,node,Indomaret,shop,convenience,-6.1120751,106.8842749,,,,24/7,,Indomaret,True,minimarket,indomaret
6340321329,node,Pasar Grogol,shop,supermarket,-6.1627764,106.797192,,,,,,,False,minimarket,pasar grogol
6357841386,node,Indomaret,shop,convenience,-6.2636461,106.7984411,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6357841691,node,Indomaret,shop,convenience,-6.2641199,106.7988532,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6360099041,node,Hero Supermarket,shop,supermarket,-6.2213588,106.7876868,,,,,,Hero Supermarket,True,minimarket,hero supermarket
6363851832,node,Indomaret,shop,convenience,-6.1891594,106.7985074,,,,24/7,,Indomaret,True,minimarket,indomaret
6393446391,node,Indomaret,shop,convenience,-6.1613173,106.8064659,,,,24/7,,Indomaret,True,minimarket,indomaret
6393446393,node,Indomaret,shop,convenience,-6.1757157,106.809459,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6393446591,node,Alfamart,shop,convenience,-6.1650985,106.8083531,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6393446795,node,Indomaret,shop,convenience,-6.1649687,106.8083239,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6393446986,node,Indomaret,shop,convenience,-6.1102475,106.8936624,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6393446987,node,Indomaret,shop,convenience,-6.1633251,106.8079474,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6393446992,node,Alfamart,shop,convenience,-6.16139,106.8061906,,,,24/7,,Alfamart,True,minimarket,alfamart
6397588185,node,Alfamidi,shop,convenience,-6.2285607,106.8553719,"Jalan Tebet Raya No.64, Jakarta Selatan, 12820",,,24/7,,Alfamidi,True,minimarket,alfamidi
6400014586,node,Circle K,shop,convenience,-6.238437,106.8497231,,,,,,Circle K,True,minimarket,circle k
6400784092,node,Alfamart,shop,convenience,-6.1132758,106.8025974,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6400793497,node,Indomaret,shop,convenience,-6.1245807,106.8037089,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6400808291,node,Indomaret,shop,convenience,-6.1276299,106.8044449,,,,24/7,,Indomaret,True,minimarket,indomaret
6400808293,node,Alfamart,shop,convenience,-6.1277582,106.8044696,,,,24/7,,Alfamart,True,minimarket,alfamart
6400809590,node,Indomaret,shop,convenience,-6.1124555,106.8025119,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6400822985,node,Indomaret,shop,convenience,-6.111355,106.7993716,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6415450385,node,Alfamart,shop,convenience,-6.1445895,106.8118592,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6415450389,node,Alfamart,shop,convenience,-6.1427246,106.8120839,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6415530326,node,Indomaret,shop,convenience,-6.2018253,106.7983954,,,,,,Indomaret,True,minimarket,indomaret
6424661688,node,Alfamart,shop,convenience,-6.3525689,106.8188577,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
6427024973,node,Alfamart,shop,convenience,-6.2521006,106.8615074,,,,,,Alfamart,True,minimarket,alfamart
6430301302,node,FoodHall,shop,supermarket,-6.1580295,106.9073977,,,,Mo-Su 10:00-22:00,,,False,minimarket,foodhall
6530666760,node,The FoodHall,shop,supermarket,-6.1086453,106.7403477,,,,Mo-Su 10:00-22:00,,,False,minimarket,the foodhall
6697186385,node,Alfamart,shop,convenience,-6.2163157,106.769494,,,,,,Alfamart,True,minimarket,alfamart
6700119287,node,Alfamart,shop,convenience,-6.1662605,106.7866426,Jalan Daan Mogot,,,,,Alfamart,True,minimarket,alfamart
6707577232,node,Alfa Express,shop,convenience,-6.178781,106.7900312,,,,,,Alfa Express,False,minimarket,alfa express
6718719215,node,Muji,shop,department_store,-6.266246,106.7844948,,,,Mo-Su 10:00-22:00,,Muji,False,minimarket,muji
6718719226,node,HERO,shop,supermarket,-6.2655982,106.7848167,,,,,,,True,minimarket,hero
6718719228,node,Metro,shop,department_store,-6.2643622,106.7845611,,+62 21-7507-018,https://www.metroindonesia.com,Mo-Su 10:00-22:00,,Metro,False,minimarket,metro
6738342383,node,Parkson,shop,department_store,-6.1899011,106.7397492,,,,Mo-Su 10:00-22:00,,Parksom,False,minimarket,parkson
6738365286,node,Matahari,shop,department_store,-6.1899002,106.7394464,,,,Mo-Su 10:00-22:00,,Matahari,False,minimarket,matahari
6758638085,node,Alfamart,shop,convenience,-6.2571094,106.7772977,Jalan Ciputat Raya,,,,,Alfamart,True,minimarket,alfamart
6768682222,node,Indomaret,shop,convenience,-6.1676746,106.8308256,,,,,,Indomaret,True,minimarket,indomaret
6773792325,node,Alfamart,shop,supermarket,-6.2454585,106.9078022,"Jalan Masjid Al Wustho, East Jakarta, 13430",,,Mo-Su 08:00-22:00,,Alfamart,True,minimarket,alfamart
6773792326,node,Alfamart,shop,supermarket,-6.2452444,106.9052828,"Jalan Pahlawan Revolusi, DKI Jakarta",,,24/7,,Alfamart,True,minimarket,alfamart
6775805285,node,Indomaret Ciputat Raya,shop,convenience,-6.2462444,106.77962,Jalan Ciputat Raya,,,24/7,,Indomaret,True,minimarket,indomaret ciputat raya
6784763129,node,Indomaret,shop,convenience,-6.1895803,106.7908743,,,,,,Indomaret,True,minimarket,indomaret
6784763130,node,FamilyMart,shop,convenience,-6.1736765,106.7835873,"Jalan Tanjung Duren Raya, Jakarta Barat, 11470",,,,,FamilyMart,False,minimarket,familymart
6840067503,node,Circle K,shop,convenience,-6.2778431,106.8159959,,,,24/7,,Circle K,True,minimarket,circle k
6872795986,node,Alfamart,shop,convenience,-6.2007757,106.7874437,,,,,,Alfamart,True,minimarket,alfamart
6880085187,node,Indomaret,shop,convenience,-6.1643554,106.7887336,,,,,,Indomaret,True,minimarket,indomaret
6881303089,node,Alfamidi,shop,convenience,-6.2268335,106.8213427,Jalan Guru Mughni,,,24/7,,Alfamidi,True,minimarket,alfamidi
6881760286,node,Circle K,shop,convenience,-6.2281353,106.8279482,,,,,,Circle K,True,minimarket,circle k
6881778286,node,Lawson,shop,convenience,-6.2291764,106.8278856,,,,Mo-Fr 07:00-21:00,,,True,minimarket,lawson
6883918785,node,Circle K,shop,convenience,-6.222464,106.8213888,,,,,,Circle K,True,minimarket,circle k
6884804739,node,Indomaret,shop,convenience,-6.1988666,106.7876126,,,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6888769685,node,Alfa Express,shop,convenience,-6.2275665,106.8266526,,,,,,Alfa Express,False,minimarket,alfa express
6894784586,node,FamilyMart,shop,convenience,-6.1938532,106.8235785,Central Jakara,,,Mo-Sa 08:00-17:00,,FamilyMart,False,minimarket,familymart
6920766558,node,Indomaret,shop,convenience,-6.1311936,106.7917223,,,,,,Indomaret,True,minimarket,indomaret
6923955555,node,The FoodHall,shop,supermarket,-6.265507,106.7824981,,,,Mo-Su 10:00-22:00,,,False,minimarket,the foodhall
6923955556,node,SOGO,shop,department_store,-6.2654225,106.7824981,,,,,,SOGO,False,minimarket,sogo
6926389538,node,Indomaret,shop,convenience,-6.2036212,106.7967861,,,,,,Indomaret,True,minimarket,indomaret
6928892787,node,Circle K,shop,convenience,-6.2256058,106.823491,,,,,,Circle K,True,minimarket,circle k
6929354836,node,Indomaret,shop,convenience,-6.2025538,106.780037,"Jalan Anggrek Cakra No.25, Jakarta Barat",+62 811-9245-709,,Mo-Su 07:00-22:00,,Indomaret,True,minimarket,indomaret
6941632282,node,Alfamart,shop,convenience,-6.2007692,106.7834376,,,,,,,True,minimarket,alfamart
6948588187,node,FamilyMart,shop,convenience,-6.2426761,106.7960966,,,,,,FamilyMart,False,minimarket,familymart
6951189587,node,FamilyMart,shop,convenience,-6.2334673,106.8230352,,,,,,FamilyMart,False,minimarket,familymart
7055864766,node,Alfamart,shop,convenience,-6.1937821,106.7864296,,,,Mo-Su 07:00-22:00,,Alfamart,True,minimarket,alfamart
